,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.935,0.2,0.6853,0.19699,0.19394,-0.0584,0.0547,1.0
1,19.077,0.199,0.6901,0.19801,0.19496,-0.0584,0.0539,1.0
2,19.075,0.2,0.6897,0.19808,0.19503,-0.0585,0.054,1.0
3,19.077,0.199,0.6904,0.19796,0.19492,-0.0584,0.0539,1.0
4,19.039,0.2,0.6887,0.19777,0.19472,-0.0584,0.0541,1.0
5,18.921,0.2,0.6831,0.1973,0.19423,-0.0586,0.0553,1.0
6,19.07,0.201,0.6904,0.19791,0.19487,-0.0584,0.0539,1.0
7,18.986,0.201,0.6846,0.19792,0.19485,-0.0588,0.0549,1.0
8,19.001,0.2,0.6848,0.19805,0.19498,-0.0588,0.0549,1.0
9,18.944,0.2,0.6841,0.19739,0.19433,-0.0586,0.055,1.0
10,19.035,0.199,0.6888,0.19764,0.1946,-0.0584,0.0541,1.0
11,18.95,0.2,0.6847,0.19733,0.19427,-0.0586,0.0549,1.0
12,18.975,0.199,0.6859,0.19738,0.19433,-0.0585,0.0546,1.0
13,18.924,0.199,0.683,0.19731,0.19424,-0.0586,0.0554,1.0
14,18.974,0.2,0.6852,0.19755,0.19449,-0.0586,0.0547,1.0
