,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.065,0.199,0.928,0.01204,0.00552,-0.0746,0.4936,1.0
1,5.014,0.2,0.9231,0.01202,0.0055,-0.0747,0.4967,1.0
2,5.049,0.201,0.9268,0.01207,0.00553,-0.0746,0.4949,1.0
3,5.018,0.2,0.9235,0.01202,0.00549,-0.0747,0.4964,1.0
4,5.023,0.2,0.924,0.01204,0.00551,-0.0747,0.4964,1.0
5,5.063,0.2,0.928,0.01203,0.00551,-0.0746,0.4934,1.0
6,5.066,0.2,0.9282,0.01201,0.0055,-0.0745,0.4928,1.0
7,5.033,0.2,0.9249,0.01198,0.00547,-0.0746,0.4946,1.0
8,4.922,0.199,0.9136,0.0119,0.00537,-0.075,0.501,1.0
9,5.058,0.2,0.9275,0.01204,0.00552,-0.0746,0.494,1.0
10,5.008,0.201,0.9226,0.01199,0.00548,-0.0747,0.4964,1.0
11,4.927,0.2,0.9143,0.01189,0.00537,-0.075,0.5004,1.0
12,4.974,0.199,0.9189,0.01199,0.00545,-0.0749,0.4992,1.0
13,5.038,0.199,0.9253,0.01204,0.00551,-0.0746,0.4955,1.0
14,4.953,0.201,0.9171,0.0119,0.0054,-0.0749,0.4986,1.0
