,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,7.053,0.2,1.1168,0.01414,0.00752,-0.0665,0.3585,1.0
1,6.974,0.199,1.1103,0.01396,0.00739,-0.067,0.3648,1.0
2,7.034,0.201,1.1155,0.0141,0.00749,-0.0666,0.3597,1.0
3,6.92,0.199,1.1055,0.01391,0.00733,-0.0673,0.3703,1.0
4,6.95,0.201,1.1087,0.0139,0.00734,-0.0671,0.3658,1.0
5,7.068,0.2,1.1185,0.01409,0.0075,-0.0665,0.3554,1.0
6,6.999,0.2,1.1125,0.01406,0.00746,-0.0668,0.3635,1.0
7,6.946,0.201,1.1082,0.01395,0.00738,-0.0671,0.3675,1.0
8,6.969,0.199,1.1098,0.01401,0.00742,-0.067,0.3665,1.0
9,7.069,0.2,1.1186,0.01408,0.00749,-0.0664,0.3552,1.0
10,7.008,0.2,1.1132,0.01405,0.00745,-0.0668,0.3621,1.0
11,6.998,0.201,1.1126,0.01402,0.00744,-0.0668,0.3625,1.0
12,7.01,0.199,1.1132,0.01404,0.00745,-0.0668,0.3621,1.0
13,6.938,0.201,1.1076,0.0139,0.00734,-0.0672,0.3673,1.0
14,7.011,0.199,1.1133,0.01404,0.00745,-0.0668,0.362,1.0
