,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,13.928,0.199,1.3412,0.05643,0.0498,-0.0149,0.0374,1.0
1,14.062,0.2,1.3412,0.05806,0.05155,-0.0147,0.037,1.0
2,14.068,0.199,1.3415,0.05803,0.05153,-0.0148,0.0369,1.0
3,13.945,0.2,1.3408,0.05671,0.05011,-0.0149,0.0373,1.0
4,14.022,0.2,1.341,0.05758,0.05106,-0.0148,0.037,1.0
5,13.999,0.2,1.3409,0.05732,0.05078,-0.0149,0.0371,1.0
6,14.0,0.199,1.3414,0.05726,0.05069,-0.0148,0.0372,1.0
7,14.009,0.201,1.3408,0.05752,0.05097,-0.0147,0.0371,1.0
8,13.989,0.2,1.3413,0.05721,0.05062,-0.0146,0.0373,1.0
9,14.045,0.2,1.3411,0.05786,0.05135,-0.0147,0.037,1.0
10,13.934,0.2,1.3411,0.05658,0.04994,-0.0148,0.0375,1.0
11,14.029,0.199,1.3416,0.0576,0.05104,-0.0146,0.0372,1.0
12,14.054,0.2,1.3415,0.05797,0.05143,-0.0145,0.0372,1.0
13,13.983,0.201,1.3407,0.05722,0.05066,-0.0148,0.0372,1.0
14,13.984,0.2,1.3409,0.05714,0.05059,-0.0149,0.0371,1.0
