,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.049,0.2,1.1493,0.1513,0.14772,-0.0526,0.0312,1.0
1,17.964,0.199,1.1609,0.14691,0.14329,-0.0497,0.031,1.0
2,18.011,0.199,1.1559,0.14887,0.14525,-0.0509,0.0312,1.0
3,17.976,0.2,1.159,0.14758,0.14395,-0.05,0.0312,1.0
4,18.023,0.2,1.1531,0.14987,0.14627,-0.0516,0.0312,1.0
5,17.954,0.2,1.1611,0.14676,0.14314,-0.0497,0.031,1.0
6,18.012,0.2,1.1557,0.14894,0.14532,-0.0508,0.0313,1.0
7,17.99,0.2,1.1567,0.14844,0.14483,-0.0507,0.0311,1.0
8,17.987,0.2,1.1568,0.14837,0.14477,-0.0507,0.031,1.0
9,17.994,0.199,1.1577,0.14815,0.14453,-0.0505,0.0311,1.0
10,17.975,0.199,1.1602,0.14721,0.14358,-0.0498,0.0311,1.0
11,17.931,0.2,1.1655,0.1451,0.14141,-0.0482,0.0313,1.0
12,17.954,0.2,1.1618,0.14649,0.14284,-0.0493,0.0311,1.0
13,17.987,0.201,1.1565,0.14843,0.14481,-0.0506,0.0312,1.0
14,17.957,0.2,1.1624,0.14631,0.14264,-0.0491,0.0313,1.0
