,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,0.923,0.2,1.016,0.01401,0.00583,-0.2001,0.611,0.2452
1,1.007,0.199,1.0241,0.01393,0.00582,-0.1998,0.6069,0.2538
2,0.926,0.201,1.0164,0.01401,0.00583,-0.2001,0.6106,0.2453
3,1.029,0.199,1.0265,0.01398,0.00586,-0.1998,0.6071,0.2572
4,0.948,0.2,1.0182,0.01394,0.0058,-0.1999,0.6089,0.247
5,1.049,0.199,1.0287,0.014,0.00588,-0.1998,0.6067,0.2601
6,1.046,0.2,1.0284,0.01393,0.00584,-0.1998,0.6056,0.2584
7,1.005,0.199,1.0242,0.01402,0.00587,-0.1999,0.6085,0.2549
8,1.04,0.201,1.0281,0.01399,0.00588,-0.1998,0.6065,0.2583
9,0.992,0.199,1.0227,0.01397,0.00583,-0.1998,0.608,0.2527
10,0.928,0.201,1.0163,0.01393,0.00579,-0.2,0.6092,0.2442
11,0.964,0.2,1.02,0.01401,0.00583,-0.1999,0.6093,0.25
12,0.972,0.2,1.021,0.01403,0.00586,-0.2,0.6096,0.2513
13,0.947,0.201,1.0184,0.01398,0.00582,-0.2,0.6093,0.2473
