,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.024,0.2,1.535,0.14275,0.13691,-0.1181,0.0369,1.0
1,17.937,0.2,1.5344,0.1417,0.13586,-0.118,0.0376,1.0
2,17.926,0.2,1.5342,0.14157,0.13572,-0.1179,0.0378,1.0
3,17.951,0.2,1.5345,0.14188,0.13604,-0.118,0.0374,1.0
4,17.958,0.2,1.5346,0.14196,0.13612,-0.118,0.0374,1.0
5,18.065,0.2,1.5351,0.14324,0.1374,-0.1182,0.0367,1.0
6,18.012,0.199,1.535,0.14253,0.13669,-0.1181,0.0369,1.0
7,17.96,0.2,1.5344,0.14198,0.13613,-0.118,0.0376,1.0
8,17.965,0.2,1.5349,0.14205,0.13622,-0.1181,0.0371,1.0
9,18.052,0.201,1.535,0.14317,0.13733,-0.1182,0.0368,1.0
10,18.016,0.199,1.5348,0.14256,0.13672,-0.1181,0.0371,1.0
11,18.033,0.2,1.5351,0.14286,0.13703,-0.1182,0.0368,1.0
12,17.93,0.199,1.5345,0.14153,0.13569,-0.1179,0.0375,1.0
13,17.986,0.2,1.5346,0.1423,0.13645,-0.118,0.0373,1.0
14,18.028,0.199,1.5349,0.14273,0.13689,-0.1181,0.0369,1.0
