,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.02,0.201,1.8442,0.02278,0.01616,-0.1869,0.4688,1.0
1,8.963,0.2,1.8354,0.02283,0.01625,-0.1866,0.4707,1.0
2,9.047,0.199,1.8459,0.02286,0.01623,-0.1869,0.4687,1.0
3,9.004,0.199,1.8398,0.02285,0.01625,-0.1867,0.4699,1.0
4,8.966,0.2,1.8382,0.02259,0.01599,-0.187,0.4695,1.0
5,9.029,0.2,1.8456,0.02273,0.01611,-0.1871,0.4684,1.0
6,8.972,0.199,1.8378,0.02264,0.01605,-0.1869,0.4698,1.0
7,9.031,0.2,1.8459,0.02274,0.01611,-0.1871,0.4684,1.0
8,8.943,0.199,1.833,0.02279,0.01621,-0.1867,0.4712,1.0
9,9.069,0.199,1.8509,0.0228,0.01614,-0.1873,0.4675,1.0
10,9.034,0.199,1.8439,0.02286,0.01624,-0.1868,0.4691,1.0
11,8.984,0.2,1.838,0.02284,0.01625,-0.1867,0.4702,1.0
12,8.995,0.199,1.839,0.02282,0.01622,-0.1867,0.47,1.0
13,9.02,0.201,1.8427,0.0229,0.01629,-0.1867,0.4694,1.0
14,9.073,0.2,1.8517,0.02276,0.01611,-0.1873,0.4669,1.0
