,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.93,0.2,1.8698,0.02387,0.01756,-0.1729,0.441,1.0
1,10.008,0.201,1.8742,0.02385,0.01753,-0.172,0.438,1.0
2,10.038,0.2,1.8756,0.02402,0.01769,-0.1718,0.4379,1.0
3,9.997,0.2,1.873,0.02402,0.0177,-0.1722,0.4394,1.0
4,10.053,0.199,1.8769,0.0239,0.01756,-0.1717,0.437,1.0
5,10.057,0.2,1.877,0.02404,0.0177,-0.1716,0.4374,1.0
6,9.949,0.199,1.8703,0.02385,0.01754,-0.1727,0.4403,1.0
7,9.962,0.2,1.8711,0.02391,0.01759,-0.1725,0.44,1.0
8,9.923,0.2,1.8694,0.02389,0.01758,-0.173,0.4413,1.0
9,9.986,0.199,1.8722,0.02396,0.01764,-0.1723,0.4396,1.0
10,10.08,0.201,1.8798,0.02403,0.01767,-0.1716,0.4364,1.0
11,9.956,0.199,1.8706,0.02391,0.0176,-0.1726,0.4404,1.0
12,10.072,0.2,1.8782,0.02407,0.01772,-0.1715,0.437,1.0
13,9.982,0.201,1.8724,0.02403,0.01771,-0.1723,0.4398,1.0
14,10.035,0.2,1.8753,0.02405,0.01772,-0.1718,0.4382,1.0
