,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.042,0.202,245797,1.3019,0.03995,0.03272,-0.0225,0.0491,1.0
1,12.069,0.201,250806,1.3044,0.0399,0.03271,-0.0226,0.0482,1.0
2,12.069,0.199,245647,1.3028,0.04002,0.03279,-0.0225,0.0489,1.0
3,11.952,0.2,250547,1.3015,0.03896,0.03173,-0.0232,0.0493,1.0
4,12.061,0.199,245727,1.3027,0.03996,0.03273,-0.0225,0.049,1.0
5,11.966,0.2,246091,1.3002,0.03926,0.032,-0.0229,0.0498,1.0
6,12.024,0.202,248517,1.3024,0.03969,0.03248,-0.0227,0.0489,1.0
7,11.992,0.2,245598,1.3007,0.03948,0.03223,-0.0228,0.0496,1.0
8,11.925,0.199,245991,1.2991,0.03891,0.03163,-0.0232,0.0502,1.0
9,12.045,0.202,247964,1.3027,0.03988,0.03267,-0.0226,0.0488,1.0
