,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,6.964,0.2,248651,1.1096,0.01399,0.00741,-0.067,0.3664,1.0
1,7.074,0.199,253637,1.1189,0.01406,0.00748,-0.0665,0.3542,1.0
2,7.003,0.202,249851,1.1132,0.01404,0.00745,-0.0668,0.3619,1.0
3,7.062,0.201,252166,1.1181,0.01408,0.00749,-0.0665,0.3557,1.0
4,7.016,0.203,253391,1.1144,0.01401,0.00742,-0.0667,0.3592,1.0
5,7.008,0.201,253213,1.1134,0.01399,0.0074,-0.0667,0.3603,1.0
6,7.037,0.203,246952,1.1161,0.01416,0.00754,-0.0665,0.36,1.0
7,6.966,0.201,245969,1.1099,0.01405,0.00745,-0.067,0.3672,1.0
8,6.989,0.198,254482,1.1113,0.01391,0.00735,-0.0669,0.3619,1.0
9,7.007,0.198,249397,1.1128,0.01403,0.00744,-0.0668,0.3625,1.0
