,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.055,0.198,248657,1.3394,0.0705,0.06464,-0.0139,0.034,1.0
1,14.925,0.203,252618,1.3394,0.06907,0.06317,-0.014,0.034,1.0
2,15.034,0.201,245366,1.3367,0.07083,0.06499,-0.0137,0.0343,1.0
3,15.001,0.2,247992,1.3385,0.07006,0.06419,-0.0138,0.0342,1.0
4,15.018,0.198,248659,1.3396,0.07,0.06412,-0.0139,0.0341,1.0
5,14.957,0.203,248907,1.3377,0.06976,0.06389,-0.0139,0.0342,1.0
6,14.941,0.201,246501,1.3381,0.06944,0.06354,-0.0137,0.0345,1.0
7,15.056,0.198,252858,1.3416,0.07015,0.06427,-0.0141,0.0336,1.0
8,14.965,0.198,251627,1.3412,0.06907,0.06316,-0.014,0.034,1.0
9,14.93,0.197,246888,1.3402,0.06879,0.06285,-0.0137,0.0345,1.0
