,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,9.948,0.197,250681,1.2563,0.025,0.01733,-0.0385,0.0777,1.0
1,9.932,0.199,247859,1.2545,0.02507,0.01737,-0.0384,0.0787,1.0
2,10.036,0.199,252134,1.2595,0.02546,0.0178,-0.0377,0.0751,1.0
3,10.054,0.197,246067,1.2582,0.0257,0.01801,-0.0373,0.0759,1.0
4,9.988,0.199,245298,1.2556,0.02543,0.01773,-0.0378,0.0777,1.0
5,10.039,0.198,251881,1.2595,0.02546,0.0178,-0.0377,0.0751,1.0
6,10.075,0.202,253884,1.2604,0.02574,0.01808,-0.0371,0.0737,1.0
7,10.025,0.199,251594,1.2591,0.02541,0.01775,-0.0377,0.0754,1.0
8,10.042,0.198,254096,1.2602,0.02542,0.01776,-0.0377,0.0746,1.0
9,10.045,0.201,247809,1.2583,0.02569,0.01802,-0.0373,0.0756,1.0
