,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,19.019,0.197,254455,0.6905,0.19703,0.194,-0.058,0.0539,1.0
1,19.001,0.198,249277,0.6855,0.19781,0.19475,-0.0587,0.0547,1.0
2,19.052,0.2,253857,0.6914,0.19744,0.19441,-0.0581,0.0538,1.0
3,18.996,0.201,254071,0.6894,0.19704,0.19401,-0.0581,0.054,1.0
4,18.969,0.2,249782,0.6849,0.19756,0.1945,-0.0586,0.0548,1.0
5,18.958,0.201,252451,0.6865,0.19708,0.19404,-0.0583,0.0545,1.0
6,18.93,0.199,251979,0.6851,0.19691,0.19387,-0.0584,0.0547,1.0
7,19.065,0.202,254819,0.6934,0.19735,0.19434,-0.0579,0.0536,1.0
8,19.076,0.197,254006,0.9918,0.2356,0.23223,-0.1023,0.0482,1.0
9,18.921,0.202,251710,0.6848,0.19695,0.1939,-0.0584,0.0548,1.0
