,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.068,0.199,253126,1.3414,0.05802,0.05154,-0.0149,0.0368,1.0
1,14.032,0.197,248283,1.3423,0.05747,0.05088,-0.0146,0.0373,1.0
2,14.039,0.2,247930,1.3415,0.0578,0.05124,-0.0145,0.0372,1.0
3,14.069,0.199,252880,1.3414,0.05804,0.05155,-0.0148,0.0368,1.0
4,14.039,0.202,254597,1.3403,0.05793,0.05146,-0.0149,0.0367,1.0
5,14.039,0.202,247911,1.3409,0.05797,0.05142,-0.0145,0.0372,1.0
6,14.07,0.201,250708,1.3409,0.05824,0.05174,-0.0146,0.0369,1.0
7,13.948,0.201,249652,1.3409,0.05681,0.0502,-0.0147,0.0374,1.0
8,14.037,0.2,250190,1.3412,0.05777,0.05124,-0.0147,0.0371,1.0
9,14.078,0.198,249835,1.3419,0.05808,0.05156,-0.0146,0.037,1.0
