,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,8.965,0.198,253110,1.227,0.02015,0.01256,-0.0494,0.1218,1.0
1,8.936,0.202,251932,1.2263,0.02008,0.01251,-0.0495,0.1237,1.0
2,9.018,0.202,254608,1.2291,0.02041,0.01282,-0.0486,0.1168,1.0
3,8.995,0.201,249013,1.2269,0.02042,0.01281,-0.0487,0.1206,1.0
4,9.026,0.201,254924,1.2295,0.02042,0.01283,-0.0486,0.1162,1.0
5,8.972,0.198,253937,1.2271,0.02017,0.01259,-0.0493,0.1211,1.0
6,8.969,0.201,250627,1.2268,0.02025,0.01266,-0.0491,0.1219,1.0
7,8.944,0.197,245386,1.2256,0.02015,0.01256,-0.0496,0.1264,1.0
8,8.942,0.202,248724,1.226,0.02016,0.01258,-0.0494,0.1244,1.0
9,9.031,0.199,245731,1.2273,0.02062,0.01298,-0.0483,0.1196,1.0
