,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,3.957,0.198,253788,0.814,0.01103,0.00462,-0.0775,0.5472,1.0
1,4.077,0.2,249964,0.8269,0.01119,0.00475,-0.0773,0.5426,1.0
2,4.042,0.198,246197,0.823,0.01123,0.00477,-0.0774,0.5461,1.0
3,4.079,0.201,252445,0.8272,0.01115,0.00473,-0.0773,0.5415,1.0
4,3.988,0.202,245623,0.8182,0.01122,0.00474,-0.0776,0.5486,1.0
5,4.057,0.198,252888,0.8244,0.01111,0.0047,-0.0773,0.5426,1.0
6,3.952,0.2,249777,0.814,0.01111,0.00466,-0.0776,0.5489,1.0
7,3.937,0.202,254030,0.8127,0.01102,0.00461,-0.0776,0.5477,1.0
8,4.035,0.197,245182,0.8221,0.01125,0.00478,-0.0774,0.547,1.0
9,3.97,0.202,250514,0.8162,0.01111,0.00468,-0.0776,0.5475,1.0
