,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,10.973,0.202,248040,1.278,0.0318,0.02427,-0.0291,0.0597,1.0
1,11.018,0.2,249659,1.2806,0.03192,0.02443,-0.029,0.0589,1.0
2,11.041,0.202,250254,1.2815,0.03211,0.02463,-0.0288,0.0584,1.0
3,10.984,0.202,248893,1.2789,0.03182,0.02431,-0.0291,0.0594,1.0
4,10.97,0.203,246332,1.2769,0.03191,0.02436,-0.029,0.06,1.0
5,11.03,0.202,248209,1.2801,0.03214,0.02464,-0.0288,0.0589,1.0
6,11.029,0.202,249525,1.2807,0.03207,0.02458,-0.0288,0.0587,1.0
7,11.072,0.2,250403,1.2827,0.03223,0.02476,-0.0287,0.058,1.0
8,10.99,0.198,248037,1.2789,0.03177,0.02423,-0.0292,0.0595,1.0
9,10.99,0.203,249000,1.2791,0.03189,0.02438,-0.029,0.0592,1.0
