,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,20.064,0.198,247755,0.6889,0.2122,0.20917,-0.0648,0.0492,1.0
1,20.014,0.197,251924,0.6887,0.21143,0.20842,-0.0646,0.0487,1.0
2,19.986,0.2,245680,0.6895,0.21113,0.20808,-0.0642,0.0505,1.0
3,19.921,0.201,250791,1.0323,0.24394,0.24062,-0.1028,0.0448,1.0
4,19.993,0.198,250820,0.6885,0.21124,0.20822,-0.0645,0.0491,1.0
5,20.041,0.198,247560,0.6888,0.2119,0.20887,-0.0647,0.0494,1.0
6,19.971,0.2,245928,0.6897,0.21089,0.20784,-0.064,0.0507,1.0
7,19.928,0.201,249685,1.0316,0.24422,0.24089,-0.1035,0.0448,1.0
8,19.967,0.199,247514,0.6888,0.21091,0.20787,-0.0642,0.0502,1.0
9,20.061,0.2,252940,0.6894,0.21201,0.20901,-0.0648,0.0482,1.0
