,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.022,0.2,250146,1.153,0.14988,0.14629,-0.0516,0.0312,1.0
1,18.011,0.198,252024,1.1561,0.14885,0.14526,-0.051,0.031,1.0
2,17.939,0.198,253677,1.0643,0.17369,0.17042,-0.0681,0.0334,1.0
3,18.01,0.199,249884,1.0772,0.17103,0.16772,-0.0663,0.0333,1.0
4,17.97,0.2,246512,1.1616,0.14668,0.14301,-0.0492,0.0314,1.0
5,18.029,0.201,254363,1.149,0.15124,0.14771,-0.0528,0.031,1.0
6,18.056,0.2,250031,1.1484,0.15163,0.14807,-0.0528,0.0313,1.0
7,17.947,0.203,248001,1.1604,0.14683,0.14317,-0.0494,0.0313,1.0
8,17.988,0.202,250632,1.1548,0.14897,0.14537,-0.051,0.0312,1.0
9,17.954,0.202,245657,1.1621,0.14636,0.14267,-0.0489,0.0314,1.0
