,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,18.025,0.2,251336,0.5897,0.18501,0.18181,-0.0286,0.0505,1.0
1,18.056,0.2,249108,0.5913,0.18542,0.18221,-0.0285,0.0506,1.0
2,18.03,0.198,248571,0.5939,0.18504,0.18183,-0.028,0.0506,1.0
3,17.982,0.203,245138,0.835,0.21921,0.21562,-0.0666,0.045,1.0
4,18.074,0.199,249779,0.589,0.18563,0.18243,-0.029,0.0505,1.0
5,17.979,0.202,251084,0.5932,0.18442,0.18122,-0.0278,0.0506,1.0
6,17.952,0.197,246040,0.5949,0.18345,0.18023,-0.0274,0.0509,1.0
7,17.972,0.199,250578,0.5941,0.18427,0.18107,-0.0276,0.0506,1.0
8,17.958,0.201,247681,0.598,0.18411,0.1809,-0.0269,0.0507,1.0
9,17.939,0.197,248814,0.5974,0.18377,0.18056,-0.0268,0.0507,1.0
