,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,16.992,0.201,249853,0.8307,0.19982,0.19631,-0.05,0.0507,1.0
1,16.996,0.198,250878,0.5596,0.17394,0.1707,-0.027,0.0552,1.0
2,16.932,0.202,254460,0.8282,0.199,0.19552,-0.0499,0.0507,1.0
3,17.05,0.202,253046,0.5605,0.17446,0.17124,-0.0272,0.0544,1.0
4,16.941,0.198,251419,0.5593,0.17331,0.17007,-0.0267,0.0555,1.0
5,16.936,0.202,245143,0.5618,0.17326,0.16998,-0.0262,0.0576,1.0
6,17.066,0.203,247614,0.5598,0.1749,0.17164,-0.0274,0.0553,1.0
7,16.968,0.202,253415,0.8285,0.1998,0.19631,-0.0504,0.0507,1.0
8,16.991,0.198,245699,0.5599,0.17398,0.17071,-0.0268,0.0566,1.0
9,16.945,0.199,248279,0.5595,0.17343,0.17017,-0.0266,0.0563,1.0
