,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.069,0.199,248420,0.8858,0.1322,0.12871,-0.0215,0.0381,1.0
1,14.951,0.198,248315,1.008,0.10073,0.09688,-0.0009,0.0349,1.0
2,14.946,0.197,249725,1.0126,0.09969,0.09583,-0.0003,0.0346,1.0
3,15.009,0.2,246320,0.9936,0.10469,0.10089,-0.0034,0.0353,1.0
4,14.943,0.197,253994,1.0237,0.09745,0.09358,0.0011,0.034,1.0
5,15.029,0.198,250554,0.9961,0.10449,0.10073,-0.0036,0.0348,1.0
6,15.07,0.201,247556,0.9813,0.10841,0.10467,-0.006,0.0354,1.0
7,15.003,0.201,248685,0.9939,0.10464,0.10086,-0.0036,0.0351,1.0
8,14.952,0.199,246008,1.0046,0.10145,0.0976,-0.0013,0.0351,1.0
9,15.022,0.203,246698,0.9867,0.10652,0.10275,-0.0047,0.0354,1.0
