,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,11.945,0.202,245143,1.1815,0.03914,0.03266,0.0173,0.0386,1.0
1,12.029,0.198,254133,1.1904,0.03875,0.03217,0.0171,0.0375,1.0
2,11.97,0.199,251272,1.1862,0.03854,0.03199,0.017,0.038,1.0
3,11.926,0.199,247452,1.1829,0.0386,0.03207,0.0169,0.0384,1.0
4,11.993,0.201,248468,1.1849,0.03909,0.03259,0.0174,0.0381,1.0
5,11.942,0.199,252674,1.1859,0.03821,0.03164,0.0168,0.0379,1.0
6,12.03,0.199,250677,1.188,0.03905,0.03251,0.0174,0.0378,1.0
7,12.047,0.202,246322,1.185,0.03977,0.03331,0.0179,0.0381,1.0
8,11.922,0.2,252550,1.1848,0.03813,0.03156,0.0167,0.038,1.0
9,12.076,0.198,247254,1.1878,0.03966,0.03317,0.0177,0.0379,1.0
