,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,15.95,0.202,251622,0.5599,0.16116,0.1579,-0.021,0.0616,1.0
1,16.047,0.201,249122,0.7847,0.18949,0.18592,-0.0504,0.0557,1.0
2,16.035,0.203,249491,0.5612,0.16205,0.15878,-0.0213,0.0613,1.0
3,15.961,0.198,246323,0.7989,0.18487,0.18131,-0.0443,0.0588,1.0
4,16.049,0.2,252421,0.566,0.16159,0.15834,-0.0207,0.0608,1.0
5,15.988,0.201,247784,0.7844,0.18835,0.18477,-0.0496,0.0567,1.0
6,16.027,0.202,251636,0.7844,0.18908,0.18554,-0.0503,0.0553,1.0
7,16.047,0.2,250888,0.7847,0.18938,0.18583,-0.0504,0.0553,1.0
8,15.98,0.199,248097,0.7842,0.18812,0.18455,-0.0494,0.0567,1.0
9,16.064,0.199,252115,0.5668,0.16167,0.15843,-0.0206,0.0607,1.0
