,Alpha,Mach,Reynolds,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,2.928,0.199,252116,0.5332,0.00984,0.00397,-0.0391,0.5666,1.0
1,3.079,0.197,254205,0.547,0.0099,0.00398,-0.0385,0.5522,1.0
2,3.044,0.202,248677,0.5444,0.00997,0.00403,-0.0387,0.5577,1.0
3,3.042,0.201,249807,0.5441,0.00995,0.00401,-0.0387,0.5575,1.0
4,3.02,0.197,248257,0.5414,0.00996,0.00401,-0.0387,0.5611,1.0
5,2.987,0.201,254525,0.5389,0.00986,0.00396,-0.0389,0.5602,1.0
6,3.043,0.198,251985,0.5438,0.00991,0.00399,-0.0387,0.5567,1.0
7,2.933,0.2,246649,0.5338,0.00992,0.00402,-0.0391,0.5688,1.0
8,2.957,0.203,246635,0.5364,0.00994,0.00403,-0.039,0.5661,1.0
9,3.006,0.199,250196,0.5404,0.00993,0.004,-0.0388,0.561,1.0
