,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,12.927,0.199,1.3222,0.04716,0.04021,-0.0185,0.0427,1.0
1,13.045,0.2,1.3245,0.04828,0.04139,-0.0179,0.0421,1.0
2,13.02,0.199,1.3242,0.04798,0.04108,-0.0181,0.0422,1.0
3,13.008,0.201,1.3241,0.04792,0.04104,-0.0182,0.042,1.0
4,12.944,0.2,1.3225,0.04734,0.04042,-0.0184,0.0426,1.0
5,13.059,0.201,1.3251,0.04837,0.04152,-0.018,0.0417,1.0
6,12.933,0.2,1.3221,0.04728,0.04034,-0.0184,0.0427,1.0
7,13.037,0.199,1.3249,0.04807,0.04119,-0.0182,0.0419,1.0
8,13.013,0.199,1.3239,0.04794,0.04103,-0.0181,0.0423,1.0
9,13.008,0.201,1.3234,0.04802,0.04112,-0.018,0.0424,1.0
10,13.032,0.201,1.3245,0.04813,0.04127,-0.0181,0.0419,1.0
11,12.948,0.201,1.3223,0.04746,0.04053,-0.0183,0.0426,1.0
12,12.975,0.2,1.3234,0.04758,0.04068,-0.0184,0.0423,1.0
13,12.983,0.199,1.3237,0.0476,0.0407,-0.0184,0.0422,1.0
14,12.94,0.199,1.3229,0.0472,0.04028,-0.0186,0.0424,1.0
