,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,14.937,0.2,1.3403,0.06895,0.06304,-0.014,0.0341,1.0
1,15.014,0.199,1.3403,0.06988,0.064,-0.014,0.0339,1.0
2,14.961,0.2,1.3384,0.0696,0.0637,-0.0137,0.0344,1.0
3,15.062,0.2,1.3386,0.0708,0.06495,-0.014,0.0339,1.0
4,14.976,0.199,1.3391,0.06961,0.06371,-0.0138,0.0343,1.0
5,15.079,0.2,1.3408,0.07065,0.06479,-0.0142,0.0335,1.0
6,14.956,0.2,1.3399,0.06926,0.06336,-0.014,0.0341,1.0
7,14.941,0.199,1.3397,0.06907,0.06316,-0.0138,0.0343,1.0
8,14.965,0.199,1.3415,0.06906,0.06315,-0.0141,0.0338,1.0
9,14.925,0.2,1.3387,0.0691,0.06318,-0.0137,0.0345,1.0
10,15.066,0.201,1.3408,0.07053,0.06466,-0.0142,0.0335,1.0
11,15.032,0.2,1.341,0.07002,0.06414,-0.0141,0.0336,1.0
12,14.974,0.2,1.3394,0.06957,0.06368,-0.0139,0.0341,1.0
13,15.05,0.2,1.3391,0.07057,0.06471,-0.014,0.0339,1.0
14,15.048,0.199,1.3406,0.07025,0.06437,-0.0141,0.0337,1.0
15,15.02,0.201,1.3372,0.07056,0.06471,-0.0137,0.0343,1.0
16,15.028,0.199,1.3391,0.07026,0.06439,-0.0139,0.0341,1.0
17,15.011,0.2,1.3381,0.07027,0.0644,-0.0138,0.0343,1.0
18,15.039,0.201,1.3392,0.07044,0.06459,-0.014,0.0338,1.0
19,15.036,0.2,1.3409,0.0701,0.06422,-0.0141,0.0337,1.0
20,15.034,0.199,1.339,0.07034,0.06448,-0.0139,0.034,1.0
21,15.053,0.2,1.3415,0.0702,0.06432,-0.0142,0.0335,1.0
22,15.069,0.201,1.3361,0.07136,0.06554,-0.0137,0.0343,1.0
23,14.981,0.201,1.3381,0.06993,0.06405,-0.0138,0.0343,1.0
24,15.023,0.199,1.3405,0.06995,0.06406,-0.0141,0.0338,1.0
25,14.922,0.2,1.3403,0.06878,0.06285,-0.014,0.0342,1.0
26,14.935,0.2,1.3395,0.06907,0.06316,-0.0139,0.0343,1.0
27,14.945,0.199,1.3389,0.06928,0.06337,-0.0136,0.0345,1.0
28,14.934,0.2,1.3389,0.06917,0.06326,-0.0137,0.0344,1.0
29,14.991,0.2,1.3378,0.07008,0.0642,-0.0137,0.0344,1.0
30,15.048,0.2,1.339,0.07056,0.0647,-0.014,0.0339,1.0
31,14.977,0.199,1.3417,0.06918,0.06327,-0.0141,0.0338,1.0
32,15.075,0.201,1.3377,0.07115,0.06532,-0.0139,0.0339,1.0
33,14.931,0.2,1.341,0.06877,0.06285,-0.0141,0.034,1.0
34,15.005,0.201,1.338,0.07023,0.06436,-0.0138,0.0342,1.0
35,15.02,0.201,1.338,0.07041,0.06456,-0.0139,0.0341,1.0
36,14.989,0.201,1.3377,0.07009,0.06422,-0.0138,0.0343,1.0
37,14.965,0.2,1.3389,0.06956,0.06366,-0.0138,0.0343,1.0
38,15.063,0.2,1.3415,0.07034,0.06447,-0.0142,0.0335,1.0
39,15.043,0.2,1.341,0.07016,0.06428,-0.0142,0.0336,1.0
40,14.947,0.201,1.3399,0.06919,0.06329,-0.014,0.034,1.0
41,15.074,0.201,1.339,0.07092,0.06508,-0.0141,0.0337,1.0
