,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,25.077,0.2,0.7423,0.27475,0.27198,-0.0894,0.0273,1.0
1,25.013,0.2,0.7401,0.27429,0.27151,-0.0895,0.0275,1.0
2,24.959,0.2,0.739,0.2738,0.271,-0.0893,0.0277,1.0
3,24.967,0.2,0.7384,0.27419,0.27138,-0.0895,0.0279,1.0
4,24.987,0.2,0.7408,0.27368,0.27092,-0.0892,0.0274,1.0
5,24.979,0.201,0.7403,0.27375,0.27098,-0.0892,0.0275,1.0
6,25.069,0.201,0.7418,0.27481,0.27203,-0.0895,0.0274,1.0
7,25.019,0.2,0.7426,0.27381,0.27106,-0.089,0.0272,1.0
8,24.952,0.2,0.7386,0.27385,0.27105,-0.0894,0.0278,1.0
9,24.949,0.2,0.7388,0.27371,0.27092,-0.0893,0.0277,1.0
10,25.071,0.201,0.7401,0.27534,0.27253,-0.0899,0.0277,1.0
11,24.984,0.199,0.7391,0.27409,0.27129,-0.0894,0.0277,1.0
12,25.057,0.2,0.7434,0.27426,0.27151,-0.0891,0.0272,1.0
13,25.078,0.201,0.7411,0.27513,0.27234,-0.0897,0.0275,1.0
14,25.071,0.201,0.7435,0.27451,0.27175,-0.0892,0.0272,1.0
15,24.978,0.201,0.7415,0.27345,0.2707,-0.089,0.0273,1.0
16,25.001,0.2,0.7416,0.27373,0.27097,-0.0891,0.0273,1.0
17,25.003,0.2,0.74,0.27416,0.27137,-0.0894,0.0275,1.0
18,24.937,0.2,0.7378,0.27391,0.2711,-0.0894,0.028,1.0
19,24.958,0.201,0.7384,0.27408,0.27127,-0.0895,0.0279,1.0
20,24.932,0.201,0.7386,0.27355,0.27076,-0.0893,0.0277,1.0
21,25.046,0.2,0.7401,0.27483,0.27204,-0.0897,0.0276,1.0
22,25.011,0.2,0.7409,0.27405,0.27127,-0.0893,0.0274,1.0
23,25.004,0.2,0.7406,0.274,0.27122,-0.0893,0.0274,1.0
24,25.05,0.199,0.7421,0.27431,0.27154,-0.0893,0.0273,1.0
25,25.07,0.2,0.7402,0.27521,0.27241,-0.0898,0.0276,1.0
26,25.027,0.199,0.7405,0.27433,0.27155,-0.0894,0.0275,1.0
27,25.006,0.2,0.7388,0.27464,0.27183,-0.0897,0.0278,1.0
28,24.943,0.2,0.739,0.27352,0.27073,-0.0892,0.0276,1.0
29,25.001,0.201,0.7398,0.27427,0.27148,-0.0895,0.0276,1.0
30,25.075,0.2,0.7431,0.27458,0.27182,-0.0893,0.0272,1.0
31,24.964,0.199,0.7388,0.27388,0.27108,-0.0894,0.0277,1.0
32,24.979,0.199,0.7399,0.27373,0.27095,-0.0892,0.0275,1.0
33,25.052,0.2,0.7398,0.27505,0.27225,-0.0898,0.0277,1.0
34,24.934,0.2,0.7389,0.27341,0.27062,-0.0892,0.0276,1.0
35,25.009,0.2,0.7416,0.27384,0.27107,-0.0891,0.0273,1.0
36,24.966,0.199,0.7409,0.27327,0.27051,-0.089,0.0274,1.0
37,24.92,0.201,0.7382,0.2735,0.27071,-0.0893,0.0278,1.0
38,25.012,0.2,0.7423,0.27376,0.27101,-0.089,0.0273,1.0
39,24.981,0.2,0.7403,0.27372,0.27095,-0.0892,0.0275,1.0
40,25.045,0.201,0.7396,0.27506,0.27225,-0.0898,0.0277,1.0
41,24.942,0.2,0.7399,0.27322,0.27045,-0.0891,0.0275,1.0
42,24.969,0.199,0.7408,0.27332,0.27056,-0.089,0.0274,1.0
43,24.934,0.2,0.7402,0.273,0.27024,-0.0889,0.0274,1.0
44,25.037,0.2,0.7405,0.27458,0.27179,-0.0896,0.0275,1.0
45,25.075,0.201,0.7405,0.27527,0.27247,-0.0899,0.0276,1.0
46,25.029,0.201,0.7424,0.27406,0.2713,-0.0891,0.0273,1.0
47,25.055,0.2,0.7427,0.27432,0.27156,-0.0892,0.0273,1.0
48,24.939,0.199,0.7377,0.27393,0.27111,-0.0894,0.028,1.0
49,25.041,0.201,0.7402,0.2748,0.27201,-0.0897,0.0276,1.0
50,25.034,0.2,0.7394,0.27488,0.27207,-0.0897,0.0277,1.0
51,25.015,0.2,0.7418,0.27389,0.27113,-0.0891,0.0273,1.0
52,24.95,0.199,0.7394,0.27342,0.27065,-0.0892,0.0275,1.0
53,24.997,0.2,0.7401,0.27404,0.27126,-0.0894,0.0275,1.0
54,25.073,0.201,0.7428,0.27466,0.27189,-0.0894,0.0273,1.0
55,24.947,0.2,0.7392,0.27353,0.27075,-0.0892,0.0276,1.0
56,25.045,0.2,0.7404,0.27474,0.27194,-0.0896,0.0275,1.0
57,25.039,0.2,0.7402,0.27471,0.27192,-0.0896,0.0276,1.0
58,25.064,0.2,0.7413,0.2748,0.27202,-0.0896,0.0274,1.0
59,25.04,0.199,0.7408,0.27445,0.27167,-0.0895,0.0274,1.0
60,24.973,0.2,0.7386,0.27415,0.27135,-0.0895,0.0278,1.0
61,25.008,0.2,0.7399,0.2743,0.27151,-0.0895,0.0276,1.0
62,25.007,0.199,0.7389,0.27455,0.27174,-0.0896,0.0278,1.0
63,24.956,0.199,0.7382,0.274,0.27119,-0.0894,0.0279,1.0
64,24.974,0.2,0.7412,0.2734,0.27064,-0.089,0.0273,1.0
65,24.921,0.199,0.7394,0.27296,0.27019,-0.089,0.0275,1.0
66,25.03,0.2,0.7397,0.27473,0.27193,-0.0897,0.0276,1.0
67,24.938,0.201,0.738,0.27392,0.27111,-0.0894,0.028,1.0
68,25.05,0.199,0.7405,0.27471,0.27192,-0.0896,0.0275,1.0
69,25.073,0.199,0.7422,0.27464,0.27187,-0.0894,0.0273,1.0
70,25.01,0.201,0.7402,0.27429,0.27151,-0.0895,0.0275,1.0
71,25.065,0.2,0.7405,0.27502,0.27222,-0.0897,0.0275,1.0
72,24.937,0.2,0.7389,0.27345,0.27067,-0.0892,0.0276,1.0
