,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,7.956,0.201,1.1842,0.01612,0.00917,-0.0602,0.2485,1.0
1,8.031,0.2,1.1885,0.01636,0.00937,-0.0596,0.2382,1.0
2,8.005,0.2,1.1872,0.01625,0.00928,-0.0599,0.2412,1.0
3,7.953,0.2,1.1837,0.01611,0.00916,-0.0603,0.2495,1.0
4,7.93,0.199,1.1823,0.01605,0.00912,-0.0605,0.2542,1.0
5,8.077,0.199,1.1907,0.01655,0.00952,-0.0592,0.234,1.0
6,8.045,0.199,1.189,0.01642,0.00942,-0.0595,0.2375,1.0
7,8.008,0.199,1.1871,0.0163,0.00933,-0.0598,0.2436,1.0
8,7.997,0.2,1.1866,0.01626,0.00929,-0.0599,0.244,1.0
9,8.009,0.2,1.1874,0.01625,0.00929,-0.0598,0.2403,1.0
10,7.947,0.201,1.1834,0.0161,0.00916,-0.0603,0.2502,1.0
11,8.019,0.2,1.1879,0.01629,0.00932,-0.0597,0.239,1.0
12,8.076,0.2,1.1911,0.0165,0.00948,-0.0592,0.2317,1.0
13,7.95,0.201,1.1835,0.01615,0.0092,-0.0602,0.2512,1.0
