,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,0.064,0.2,0.4065,0.00878,0.00368,-0.0863,0.7558,0.9932
1,-0.005,0.199,0.3935,0.00882,0.00373,-0.0853,0.7619,0.9886
2,-0.075,0.201,0.3785,0.00884,0.00377,-0.0839,0.7664,0.9837
3,0.062,0.2,0.4062,0.00879,0.00369,-0.0863,0.756,0.9931
4,0.068,0.2,0.4072,0.00878,0.00368,-0.0864,0.7555,0.9934
5,-0.005,0.201,0.3914,0.00877,0.0037,-0.0848,0.7601,0.9872
6,0.062,0.201,0.4092,0.00886,0.00373,-0.0869,0.7577,0.9945
7,0.059,0.2,0.4058,0.00879,0.00369,-0.0863,0.7564,0.993
8,-0.009,0.201,0.3932,0.00883,0.00374,-0.0853,0.7623,0.9884
9,-0.009,0.201,0.3926,0.00882,0.00373,-0.0852,0.7618,0.9881
10,-0.001,0.2,0.3951,0.00884,0.00374,-0.0855,0.762,0.9893
11,0.016,0.201,0.3983,0.00883,0.00373,-0.0858,0.7602,0.9904
12,-0.076,0.201,0.3757,0.00876,0.00371,-0.0832,0.765,0.9815
13,-0.043,0.2,0.3841,0.00879,0.00372,-0.0842,0.7639,0.985
14,0.056,0.201,0.4066,0.00883,0.00372,-0.0865,0.7575,0.9937
