,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,5.955,0.199,1.0157,0.01287,0.0063,-0.0715,0.4416,1.0
1,6.031,0.199,1.023,0.01295,0.00637,-0.0712,0.4371,1.0
2,6.041,0.199,1.0241,0.01291,0.00636,-0.0711,0.4356,1.0
3,6.011,0.201,1.0215,0.01291,0.00633,-0.0712,0.4375,1.0
4,5.954,0.199,1.0156,0.01283,0.00627,-0.0715,0.4411,1.0
5,6.059,0.2,1.026,0.01297,0.00641,-0.0711,0.435,1.0
6,6.023,0.201,1.0227,0.01293,0.00636,-0.0712,0.437,1.0
7,5.931,0.2,1.0137,0.0128,0.00625,-0.0716,0.4422,1.0
8,6.067,0.199,1.0266,0.01294,0.00639,-0.071,0.4339,1.0
9,6.026,0.2,1.0228,0.01294,0.00636,-0.0712,0.4371,1.0
10,6.033,0.2,1.0235,0.01292,0.00635,-0.0712,0.4362,1.0
11,5.927,0.2,1.0133,0.01286,0.00629,-0.0716,0.4435,1.0
12,5.981,0.201,1.0186,0.01291,0.00633,-0.0713,0.44,1.0
13,6.015,0.2,1.0217,0.01297,0.00637,-0.0712,0.4385,1.0
14,5.961,0.2,1.0165,0.01284,0.00628,-0.0714,0.4405,1.0
