,Alpha,Mach,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
0,2.958,0.199,0.7104,0.01032,0.00406,-0.08,0.5952,1.0
1,2.973,0.201,0.7122,0.01033,0.00407,-0.08,0.5941,1.0
2,3.058,0.199,0.7207,0.01035,0.00408,-0.0797,0.5894,1.0
3,3.025,0.2,0.7174,0.01036,0.00409,-0.0799,0.5915,1.0
4,3.058,0.2,0.7208,0.01037,0.00409,-0.0798,0.5896,1.0
5,3.056,0.201,0.7208,0.01041,0.00413,-0.0798,0.5906,1.0
6,3.004,0.2,0.7152,0.01035,0.00409,-0.0799,0.5927,1.0
7,3.053,0.2,0.7203,0.01037,0.0041,-0.0798,0.59,1.0
8,2.946,0.2,0.7092,0.01026,0.00403,-0.08,0.5944,1.0
9,2.97,0.2,0.7117,0.01033,0.00407,-0.08,0.5945,1.0
10,2.971,0.201,0.7119,0.01029,0.00405,-0.08,0.5933,1.0
11,3.016,0.199,0.7163,0.01036,0.00409,-0.0799,0.5924,1.0
12,3.035,0.2,0.7185,0.01038,0.00411,-0.0798,0.5914,1.0
13,2.945,0.2,0.7092,0.01034,0.00407,-0.0801,0.5963,1.0
14,2.99,0.199,0.7136,0.01033,0.00407,-0.0799,0.5934,1.0
